DESCRIPTION,PRODUCT,MATERIAL,GRADE,SURFACE,NESTING_ALGO,CERTS,NOM UNITS,NOM L,ACTUAL L,NOM W,ACTUAL W,NOM H,ACTUAL H,WALL,PACK 1,PACK 2,PACK 3,KGM,BASELINE_SUPPLIER
M36x420 GR8.8 ZINC Assembly,HEX_BOLT,PLAIN_CARBON_STEEL,GR_8_8,ZINC,BUNDLE,FALSE,MILLIMETERS,420,,36,,,,,1,,,,https://www.allfasteners.com.au/k0-structural-bolt-assembly-as1252-2016-cl8-8
M36x450 GR8.8 ZINC Assembly,HEX_BOLT,PLAIN_CARBON_STEEL,GR_8_8,ZINC,BUNDLE,FALSE,MILLIMETERS,450,,36,,,,,1,,,,https://www.allfasteners.com.au/k0-structural-bolt-assembly-as1252-2016-cl8-8
M36x470 GR8.8 ZINC Assembly,HEX_BOLT,PLAIN_CARBON_STEEL,GR_8_8,ZINC,BUNDLE,FALSE,MILLIMETERS,470,,36,,,,,1,,,,https://www.allfasteners.com.au/k0-structural-bolt-assembly-as1252-2016-cl8-8
M36x500 GR8.8 ZINC Assembly,HEX_BOLT,PLAIN_CARBON_STEEL,GR_8_8,ZINC,BUNDLE,FALSE,MILLIMETERS,500,,36,,,,,1,,,,https://www.allfasteners.com.au/k0-structural-bolt-assembly-as1252-2016-cl8-8
M36x525 GR8.8 ZINC Assembly,HEX_BOLT,PLAIN_CARBON_STEEL,GR_8_8,ZINC,BUNDLE,FALSE,MILLIMETERS,525,,36,,,,,1,,,,https://www.allfasteners.com.au/k0-structural-bolt-assembly-as1252-2016-cl8-8
M36x600 GR8.8 ZINC Assembly,HEX_BOLT,PLAIN_CARBON_STEEL,GR_8_8,ZINC,BUNDLE,FALSE,MILLIMETERS,600,,36,,,,,1,,,,https://www.allfasteners.com.au/k0-structural-bolt-assembly-as1252-2016-cl8-8
,,,,,,,,,,,,,,,,,,,
6mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,6,,,,,664,,,0.233,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
8mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,8,,,,,423,,,0.394,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
10mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,10,,,,,530,,,0.632,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
12mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,12,,,,,367,,,0.91,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
14mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,14,,,,,271,,,1.239,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
16mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,16,,,,,206,,,1.618,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
18mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,18,,,,,168,,,2.047,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
20mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,20,,,,,132,,,2.528,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
22mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,22,,,,,110,,,3.059,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
24mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,24,,,,,93,,,3.64,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
27mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,27,,,,,73,,,4.607,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
30mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,30,,,,,60,,,5.687,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
33mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,33,,,,,50,,,6.882,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
36mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,36,,,,,42,,,8.19,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
39mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,39,,,,,36,,,9.611,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
42mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,42,,,,,30,,,11.147,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
45mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,45,,,,,26,,,12.796,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
48mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,48,,,,,23,,,14.559,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
50mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,50,,,,,22,,,15.798,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
56mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,56,,,,,17,,,19.817,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
60mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,60,,,,,15,,,22.749,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,65,,,,,14,,,26.698,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75mm ROUND,ROUND,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,6000,,75,,,,,10,,,35.545,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
200x200x26 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,200,,200,,26,1,,,76.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x26 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,200,,200,,26,1,,,76.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x20 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,200,,200,,20,1,,,60.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x20 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,200,,200,,20,1,,,60.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x18 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,200,,200,,18,1,,,54.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x18 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,200,,200,,18,1,,,54.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x16 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,200,,200,,16,1,,,48.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x16 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,200,,200,,16,1,,,48.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x13 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,200,,200,,13,1,,,40,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200x200x13 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,200,,200,,13,1,,,40,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150x150x19 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,150,,150,,19,1,,,42.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150x150x19 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,150,,150,,19,1,,,42.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150x150x16 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,150,,150,,16,1,,,35.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150x150x16 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,150,,150,,16,1,,,35.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150x150x12 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,150,,150,,12,1,,,27.3,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150x150x12 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,150,,150,,12,1,,,27.3,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150x150x10 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,150,,150,,10,1,,,21.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150x150x10 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,150,,150,,10,1,,,21.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
125x125x16 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,125,,125,,16,1,,,29.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
125x125x16 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,125,,125,,16,1,,,29.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
125x125x12 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,125,,125,,12,1,,,22.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
125x125x12 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,125,,125,,12,1,,,22.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
125x125x10 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,125,,125,,10,1,,,18,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
125x125x10 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,125,,125,,10,1,,,18,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
125x125x8 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,125,,125,,8,1,,,14.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
125x125x8 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,125,,125,,8,1,,,14.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
100x100x12 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,100,,100,,12,1,,,17.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100x100x12 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,100,,100,,12,1,,,17.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100x100x10 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,100,,100,,10,1,,,14.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100x100x10 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,100,,100,,10,1,,,14.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100x100x8 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,100,,100,,8,1,,,11.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100x100x8 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,100,,100,,8,1,,,11.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100x100x6 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,100,,100,,6,1,,,9.16,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100x100x6 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,100,,100,,6,1,,,9.16,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90x90x10 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,90,,90,,10,1,,,12.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90x90x10 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,90,,90,,10,1,,,12.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90x90x8 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,90,,90,,8,1,,,10.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90x90x8 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,90,,90,,8,1,,,10.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90x90x6 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,90,,90,,6,1,,,8.22,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
90x90x6 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,90,,90,,6,1,,,8.22,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75x75x10 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,75,,75,,10,1,,,10.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75x75x10 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,75,,75,,10,1,,,10.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75x75x8 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,75,,75,,8,1,,,8.73,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75x75x8 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,75,,75,,8,1,,,8.73,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75x75x6 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,75,,75,,6,1,,,5.87,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75x75x6 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,75,,75,,6,1,,,5.87,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75x75x5 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,75,,75,,5,1,,,4.56,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
75x75x5 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,75,,75,,5,1,,,4.56,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65x65x10 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,65,,65,,10,1,,,9.02,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65x65x10 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,65,,65,,10,1,,,9.02,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65x65x8 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,65,,65,,8,1,,,7.51,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65x65x8 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,65,,65,,8,1,,,7.51,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65x65x6 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,65,,65,,6,1,,,5.87,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65x65x6 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,65,,65,,6,1,,,5.87,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65x65x5 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,65,,65,,5,1,,,4.56,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
65x65x5 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,65,,65,,5,1,,,4.56,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
55x55x6 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,55,,55,,6,1,,,4.93,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
55x55x6 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,55,,55,,6,1,,,4.93,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
55x55x5 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,55,,55,,5,1,,,3.84,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
55x55x5 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,55,,55,,5,1,,,3.84,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
50x50x8 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,50,,50,,8,1,,,5.68,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
50x50x8 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,50,,50,,8,1,,,5.68,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
50x50x6 EA 9m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,50,,50,,6,1,,,4.46,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
50x50x6 EA 12m,EA,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,50,,50,,6,1,,,4.46,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
