DESCRIPTION,PRODUCT,MATERIAL,GRADE,SURFACE,NESTING_ALGO,CERTS,NOM UNITS,NOM L,ACTUAL L,NOM W,ACTUAL W,NOM H,ACTUAL H,WALL,PACK 1,PACK 2,PACK 3,KGM,BASELINE_SUPPLIER
,,,,,,,,,,,,,,,,,,,
75PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,75,,,1,,,5.92,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
100PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,100,,,1,,,8.33,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
100PFC 12m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,100,,,1,,,8.33,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
125PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,125,,,1,,,11.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
150PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,150,,,1,,,17.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150PFC 12m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,150,,,1,,,17.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
180PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,180,,,1,,,20.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
180PFC 12m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,180,,,1,,,20.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
200PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,200,,,1,,,22.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200PFC 12m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,200,,,1,,,22.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200PFC 13.5m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,200,,,1,,,22.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200PFC 15m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,200,,,1,,,22.9,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
230PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,230,,,1,,,25.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
230PFC 12m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,230,,,1,,,25.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
250PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,250,,,1,,,35.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250PFC 12m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,250,,,1,,,35.5,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
300PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,300,,,1,,,40.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
300PFC 12m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,300,,,1,,,40.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
380PFC 9m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,380,,,1,,,55.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
380PFC 12m,PFC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,380,,,1,,,55.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
150 UB 14 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,150,,,1,,,14.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UB 14 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,150,,,1,,,14.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UB 18 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,150,,,1,,,18.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
150 UB 18 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,150,,,1,,,18.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
180 UB 18 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,180,,,1,,,18.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
180 UB 18 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,180,,,1,,,18.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
180 UB 22 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,180,,,1,,,22.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
180 UB 22 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,180,,,1,,,22.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UB 18 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,200,,,1,,,18.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UB 18 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,200,,,1,,,18.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UB 22 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,200,,,1,,,22.3,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UB 22 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,200,,,1,,,22.3,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UB 25 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,200,,,1,,,25.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UB 25 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,200,,,1,,,25.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UB 30 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,200,,,1,,,29.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
200 UB 30 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,200,,,1,,,29.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UB 26 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,250,,,1,,,25.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UB 26 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,250,,,1,,,25.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UB 31 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,250,,,1,,,31.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UB 31 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,250,,,1,,,31.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UB 37 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,250,,,1,,,37.3,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
250 UB 37 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,250,,,1,,,37.3,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UB 32 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,310,,,1,,,32.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UB 32 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,310,,,1,,,32.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UB 40 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,310,,,1,,,40.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UB 40 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,310,,,1,,,40.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UB 46 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,310,,,1,,,46.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UB 46 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,310,,,1,,,46.2,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
360 UB 45 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,360,,,1,,,44.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
360 UB 45 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,360,,,1,,,44.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
360 UB 51 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,360,,,1,,,50.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
360 UB 51 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,360,,,1,,,50.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
360 UB 57 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,360,,,1,,,56.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
360 UB 57 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,360,,,1,,,56.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
410 UB 54 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,410,,,1,,,53.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
410 UB 54 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,410,,,1,,,53.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
410 UB 60 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,410,,,1,,,59.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
410 UB 60 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,410,,,1,,,59.7,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
460 UB 67 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,460,,,1,,,67.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
460 UB 67 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,460,,,1,,,67.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
460 UB 75 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,460,,,1,,,74.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
460 UB 75 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,460,,,1,,,74.6,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
460 UB 82 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,460,,,1,,,82.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
460 UB 82 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,460,,,1,,,82.1,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
530 UB 82 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,530,,,1,,,82.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
530 UB 82 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,530,,,1,,,82.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
530 UB 92 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,530,,,1,,,92.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
530 UB 92 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,530,,,1,,,92.4,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
610 UB 101 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,610,,,1,,,101.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
610 UB 101 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,610,,,1,,,101.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
610 UB 113 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,610,,,1,,,113.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
610 UB 113 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,610,,,1,,,113.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
610 UB 125 9m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,610,,,1,,,125.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
610 UB 125 12m,UB,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,610,,,1,,,125.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
,,,,,,,,,,,,,,,,,,,
310 UC 158 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,310,,,1,,,158.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 158 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,310,,,1,,,158.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 158 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,310,,,1,,,158.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 158 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,310,,,1,,,158.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 158 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,310,,,1,,,158.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 137 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,310,,,1,,,137.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 137 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,310,,,1,,,137.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 137 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,310,,,1,,,137.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 137 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,310,,,1,,,137.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 137 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,310,,,1,,,137.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 118 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,310,,,1,,,118.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 118 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,310,,,1,,,118.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 118 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,310,,,1,,,118.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 118 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,310,,,1,,,118.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 118 GR300 18m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,18000,,,,310,,,1,,,118.0,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 97 GR300 9m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,9000,,,,310,,,1,,,96.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 97 GR300 12m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,12000,,,,310,,,1,,,96.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 97 GR300 13.5m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,13500,,,,310,,,1,,,96.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
310 UC 97 GR300 15m,UC,PLAIN_CARBON_STEEL,GR300,NONE,METERAGE,TRUE,MILLIMETERS,15000,,,,310,,,1,,,96.8,https://www.southernsteel.com.au/wp-content/uploads/2023/03/Southern-Steel-Supplies-Steel-Reference-Guide-Apr-2023-Rev-4.pdf
